ID del Animal,Nombre Común,Tipo de Animal,Número de Extremidades,Velocidad Máxima (km/h),Temperatura Corporal Promedio (°C),Número de Crías por Reproducción,Altitud Máxima (m),Frecuencia Respiratoria (respiraciones/min),Frecuencia Cardiaca (latidos/min),Hábitat,Estado de Conservación,Peso (kg),Método de Reproducción_Ovíparo,Método de Reproducción_Vivíparo,Peso (kg) Discretizado
342.0,Águila,0,0.0,0.7867622259696457,22.6,8.0,3773.0,29.0,0.6744186046511627,Océano,En peligro,4435.7,1.0,0.0,4.0
343.0,Flamenco,0,8.0,0.9143338954468803,18.1,7.0,773.0,10.0,0.10077519379844957,Selva,Vulnerable,2910.8,0.0,1.0,2.0
344.0,Pez Globo,3,4.0,0.5698988195615513,34.5,8.0,1126.0,31.0,0.13178294573643412,Selva,En peligro,1038.2,0.0,1.0,1.0
345.0,Pez Payaso,3,8.0,0.7604553119730185,28.7,9.0,4375.0,37.0,0.5891472868217054,Selva,Extinto en estado silvestre,445.6,0.0,1.0,0.0
346.0,Caballito de Mar,3,8.0,0.7950252951096121,20.0,8.0,2802.0,13.0,0.2558139534883721,Selva,En peligro,475.2,1.0,0.0,0.0
347.0,Pez Globo,3,0.0,0.7876053962900506,19.5,5.0,2646.0,25.0,0.6356589147286822,Montaña,Vulnerable,4751.3,0.0,1.0,4.0
348.0,Caballito de Mar,3,4.0,0.45354131534569975,30.5,4.0,2758.0,27.0,0.31007751937984496,Desierto,Extinto en estado silvestre,4112.1,1.0,0.0,4.0
349.0,Serpiente,4,4.0,0.7399662731871838,15.1,5.0,4700.0,19.0,0.9147286821705427,Montaña,Vulnerable,3829.3,0.0,1.0,3.0
350.0,Pez Globo,3,6.0,0.5479763912310286,18.4,1.0,1204.0,29.0,0.5736434108527131,Montaña,Vulnerable,2481.9,1.0,0.0,2.0
351.0,Caballito de Mar,3,8.0,0.413575042158516,20.6,5.0,5790.0,37.0,0.9767441860465116,Océano,En peligro,3362.7,0.0,1.0,3.0
352.0,Avispa,1,8.0,0.1639123102866779,23.6,6.0,2082.0,17.0,0.5271317829457364,Desierto,Extinto en estado silvestre,636.7,1.0,0.0,0.0
353.0,Cocodrilo,4,4.0,0.9096964586846543,15.7,9.0,1529.0,15.0,0.3643410852713178,Montaña,Extinto en estado silvestre,3104.5,0.0,1.0,3.0
354.0,Gorrión,0,4.0,0.41382799325463737,14.7,9.0,609.0,36.0,0.08527131782945735,Montaña,Extinto en estado silvestre,4053.9,1.0,0.0,4.0
355.0,Cocodrilo,4,4.0,0.2379426644182125,39.7,3.0,3730.0,26.0,0.8682170542635659,Desierto,Vulnerable,310.8,1.0,0.0,0.0
356.0,Chinchilla,2,0.0,0.24064080944350755,37.4,8.0,4573.0,38.0,0.10077519379844957,Selva,Extinto en estado silvestre,1480.8,1.0,0.0,1.0
357.0,Pez Espada,3,0.0,0.24047217537942664,25.7,8.0,1746.0,14.0,0.4883720930232558,Desierto,Vulnerable,551.5,0.0,1.0,0.0
358.0,Suricata,0,0.0,0.0,33.0,9.0,465.0,36.0,0.1937984496124031,Desierto,Extinto en estado silvestre,1301.2,0.0,1.0,1.0
359.0,Panda,2,8.0,0.43726812816188865,30.2,1.0,2432.0,31.0,0.41860465116279066,Desierto,En peligro,3862.6,1.0,0.0,3.0
360.0,Cacatúa,0,4.0,0.8912310286677908,12.3,5.0,3193.0,13.0,0.4496124031007751,Selva,Vulnerable,1660.3,1.0,0.0,1.0
361.0,Serpiente,4,0.0,0.02276559865092749,25.5,5.0,1332.0,13.0,0.6046511627906976,Desierto,En peligro,3448.5,1.0,0.0,3.0
362.0,Oso Pardo,2,6.0,0.9574198988195615,15.5,7.0,1149.0,28.0,0.5193798449612402,Selva,En peligro,3866.5,0.0,1.0,3.0
363.0,Pez Globo,3,4.0,0.177318718381113,27.5,8.0,3576.0,38.0,1.0,Montaña,En peligro,4083.2,1.0,0.0,4.0
364.0,Pez Payaso,3,4.0,0.7188870151770657,11.9,7.0,3775.0,35.0,0.5503875968992248,Montaña,En peligro,4366.9,0.0,1.0,4.0
365.0,Gato,2,4.0,0.7854974704890387,14.9,6.0,1959.0,35.0,0.3643410852713178,Selva,Vulnerable,2988.2,1.0,0.0,2.0
366.0,Serpiente,4,0.0,0.7351602023608769,33.5,4.0,5181.0,31.0,0.03100775193798444,Océano,Extinto en estado silvestre,1403.3,0.0,1.0,1.0
367.0,Tigre,2,2.0,0.337858347386172,35.3,9.0,3126.0,37.0,0.15503875968992242,Desierto,Vulnerable,752.9,1.0,0.0,0.0
368.0,Iguana,4,6.0,0.7037099494097807,37.2,2.0,5467.0,18.0,0.821705426356589,Montaña,En peligro,2518.6,0.0,1.0,2.0
369.0,Pájaro Carpintero,0,6.0,0.4720910623946037,36.9,6.0,2421.0,22.0,0.5426356589147286,Montaña,En peligro,517.9,0.0,1.0,0.0
370.0,Cocodrilo,4,2.0,0.1502529510961214,37.2,6.0,3594.0,16.0,0.7209302325581395,Selva,Extinto en estado silvestre,4553.6,1.0,0.0,4.0
371.0,Rinoceronte,2,6.0,0.19915682967959528,12.8,4.0,239.0,34.0,0.7209302325581395,Océano,En peligro,2212.5,1.0,0.0,2.0
372.0,Jirafa,2,0.0,0.02369308600337268,29.8,3.0,819.0,37.0,0.5581395348837209,Océano,Vulnerable,4364.9,1.0,0.0,4.0
373.0,Pájaro Carpintero,0,4.0,0.3306070826306914,31.0,3.0,3295.0,39.0,0.007751937984496082,Océano,Vulnerable,3546.4,1.0,0.0,3.0
374.0,Tigre de Bengala,2,2.0,0.7279932546374367,18.0,2.0,2585.0,31.0,0.6976744186046511,Selva,Vulnerable,4286.1,1.0,0.0,4.0
375.0,Camarón,1,4.0,0.9698988195615513,39.8,3.0,5961.0,38.0,0.3023255813953488,Selva,Vulnerable,4419.8,0.0,1.0,4.0
376.0,Tigre de Bengala,2,6.0,0.1315345699831366,18.6,4.0,4950.0,27.0,0.27131782945736427,Desierto,En peligro,266.6,0.0,1.0,0.0
377.0,Escorpión,1,8.0,0.35202360876897126,27.2,4.0,47.0,31.0,0.7751937984496124,Montaña,Extinto en estado silvestre,3626.3,0.0,1.0,3.0
378.0,Rinoceronte,2,6.0,0.1796795952782462,36.2,7.0,812.0,32.0,0.13178294573643412,Montaña,Vulnerable,1132.8,1.0,0.0,1.0
379.0,Delfín,2,6.0,0.7610455311973018,18.7,4.0,4582.0,27.0,0.8837209302325582,Selva,En peligro,4946.5,0.0,1.0,4.0
380.0,Albatros,0,2.0,0.9202360876897133,28.2,9.0,3007.0,39.0,0.03875968992248058,Montaña,Vulnerable,3892.0,1.0,0.0,3.0
381.0,Libélula,1,4.0,0.11197301854974703,31.6,8.0,1613.0,26.0,0.5116279069767442,Desierto,Extinto en estado silvestre,18.9,0.0,1.0,0.0
382.0,Gaviota,0,2.0,0.9042158516020236,28.8,1.0,5640.0,38.0,0.9612403100775193,Selva,En peligro,4637.1,0.0,1.0,4.0
383.0,Mariposa Monarca,1,0.0,0.2699831365935919,22.2,1.0,5366.0,31.0,0.39534883720930225,Montaña,Vulnerable,1461.6,1.0,0.0,1.0
384.0,Escorpión,1,4.0,0.22133220910623944,38.3,6.0,5224.0,37.0,0.01550387596899222,Océano,Extinto en estado silvestre,2083.3,1.0,0.0,2.0
385.0,Pez Payaso,3,0.0,0.05438448566610455,28.4,4.0,5633.0,17.0,0.9767441860465116,Selva,En peligro,3061.5,1.0,0.0,3.0
386.0,Caracol,1,0.0,0.07833052276559865,16.7,6.0,4983.0,20.0,0.5038759689922481,Montaña,En peligro,4581.6,0.0,1.0,4.0
387.0,Martinete,0,2.0,0.06703204047217537,34.2,9.0,1482.0,15.0,0.16279069767441856,Montaña,Vulnerable,4636.6,0.0,1.0,4.0
388.0,Martinete,0,6.0,0.44544688026981444,29.7,5.0,5491.0,17.0,0.8682170542635659,Desierto,En peligro,2817.4,0.0,1.0,2.0
389.0,Tortuga,4,8.0,0.6584317032040471,13.3,8.0,5901.0,31.0,0.4031007751937984,Desierto,En peligro,1583.7,1.0,0.0,1.0
390.0,Zebra,2,6.0,0.18263069139966273,18.3,2.0,34.0,31.0,0.5813953488372092,Océano,Vulnerable,1396.0,0.0,1.0,1.0
391.0,Tiburón,3,6.0,0.2159359190556492,14.7,8.0,1599.0,39.0,0.26356589147286824,Océano,Vulnerable,1822.0,0.0,1.0,1.0
392.0,León,2,4.0,0.17099494097807758,12.2,8.0,5737.0,17.0,0.3255813953488371,Océano,En peligro,902.7,0.0,1.0,0.0
393.0,Flamenco,0,2.0,0.8068296795952782,16.9,2.0,5363.0,28.0,0.3410852713178294,Desierto,Vulnerable,3349.2,1.0,0.0,3.0
394.0,Tiburón,3,4.0,0.1351602023608769,18.3,7.0,2912.0,24.0,0.9302325581395348,Montaña,Vulnerable,2639.1,0.0,1.0,2.0
395.0,Avispa,1,8.0,0.07124789207419899,24.0,8.0,1544.0,28.0,0.4883720930232558,Selva,En peligro,3867.3,0.0,1.0,3.0
396.0,Martinete,0,2.0,0.034401349072512646,39.1,7.0,5674.0,15.0,0.10852713178294571,Selva,Vulnerable,470.6,0.0,1.0,0.0
397.0,Suricata,0,6.0,0.037858347386172005,38.3,6.0,5897.0,13.0,0.33333333333333326,Desierto,Extinto en estado silvestre,1999.6,0.0,1.0,2.0
398.0,Pájaro Carpintero,0,0.0,0.5460370994940977,32.6,3.0,3768.0,32.0,0.3178294573643411,Desierto,En peligro,1199.4,1.0,0.0,1.0
399.0,Albatros,0,6.0,0.09182124789207419,29.4,3.0,4640.0,36.0,0.6511627906976745,Desierto,En peligro,2676.0,0.0,1.0,2.0
400.0,Pez Espada,3,6.0,0.22074198988195615,38.4,8.0,5612.0,16.0,0.023255813953488358,Desierto,Extinto en estado silvestre,2341.3,1.0,0.0,2.0
401.0,Jirafa,2,2.0,0.833052276559865,14.3,4.0,904.0,34.0,0.5426356589147286,Selva,Vulnerable,2247.9,0.0,1.0,2.0
402.0,Oso Pardo,2,6.0,0.9688870151770658,19.9,8.0,1589.0,11.0,0.21705426356589141,Océano,Vulnerable,1578.3,1.0,0.0,1.0
403.0,Estrella de Mar,1,8.0,0.8612984822934232,26.6,6.0,3340.0,36.0,0.03875968992248058,Selva,Vulnerable,3634.3,0.0,1.0,3.0
404.0,Flamenco,0,6.0,0.960370994940978,34.4,3.0,151.0,11.0,0.6201550387596899,Desierto,En peligro,2407.9,1.0,0.0,2.0
405.0,Cacatúa,0,0.0,0.6702360876897133,28.7,2.0,5431.0,31.0,0.7131782945736433,Océano,Vulnerable,1011.3,0.0,1.0,1.0
406.0,Rinoceronte,2,2.0,0.9881112984822934,34.3,1.0,5695.0,23.0,0.875968992248062,Selva,Vulnerable,2737.3,0.0,1.0,2.0
407.0,Camarón,1,8.0,0.4955311973018549,14.6,4.0,59.0,18.0,0.7906976744186045,Desierto,En peligro,2983.4,0.0,1.0,2.0
408.0,Cocodrilo,4,2.0,0.7949409780775716,15.8,8.0,2326.0,38.0,0.24031007751937983,Desierto,En peligro,107.0,0.0,1.0,0.0
409.0,Caballito de Mar,3,0.0,0.9725126475548059,32.2,4.0,3738.0,16.0,0.875968992248062,Montaña,Vulnerable,1019.0,1.0,0.0,1.0
410.0,Jirafa,2,4.0,0.7092748735244518,20.4,8.0,3691.0,31.0,0.6666666666666667,Montaña,Extinto en estado silvestre,1212.1,1.0,0.0,1.0
411.0,Pez Payaso,3,8.0,0.957504215851602,23.1,8.0,4412.0,14.0,0.3875968992248062,Desierto,En peligro,1240.5,1.0,0.0,1.0
412.0,Orangután,2,0.0,0.2520236087689713,33.7,1.0,3371.0,33.0,0.3023255813953488,Selva,Extinto en estado silvestre,1194.3,0.0,1.0,1.0
413.0,Mariposa Monarca,1,4.0,0.2988195615514333,12.1,6.0,2969.0,21.0,0.0,Montaña,Extinto en estado silvestre,1358.3,1.0,0.0,1.0
414.0,Gaviota,0,0.0,0.39612141652613825,15.0,8.0,2007.0,27.0,0.03875968992248058,Selva,En peligro,1313.7,0.0,1.0,1.0
415.0,Serpiente,4,4.0,0.46374367622259693,18.9,8.0,5980.0,37.0,0.7286821705426356,Selva,Extinto en estado silvestre,4420.4,1.0,0.0,4.0
416.0,Pez Espada,3,4.0,0.8979763912310287,36.5,1.0,1135.0,28.0,0.9612403100775193,Montaña,Vulnerable,1598.3,0.0,1.0,1.0
417.0,Tortuga,4,2.0,0.8884485666104552,22.1,8.0,4036.0,25.0,0.11627906976744184,Desierto,Extinto en estado silvestre,1748.9,0.0,1.0,1.0
418.0,Pájaro Carpintero,0,6.0,0.6577571669477233,17.6,9.0,2967.0,21.0,0.5503875968992248,Montaña,Vulnerable,1331.0,0.0,1.0,1.0
419.0,Chinchilla,2,6.0,0.2306070826306914,30.4,6.0,4040.0,15.0,0.37209302325581395,Selva,En peligro,4837.9,0.0,1.0,4.0
420.0,Libélula,1,0.0,0.23870151770657674,10.9,7.0,2554.0,10.0,0.821705426356589,Océano,Vulnerable,2677.5,0.0,1.0,2.0
421.0,Gorrión,0,4.0,0.6314502529510961,33.3,6.0,5961.0,21.0,0.2945736434108527,Montaña,En peligro,3052.8,1.0,0.0,3.0
422.0,Serpiente,4,6.0,0.5026138279932546,30.9,5.0,3068.0,33.0,0.4418604651162791,Océano,Extinto en estado silvestre,3677.5,0.0,1.0,3.0
423.0,Serpiente,4,0.0,0.25699831365935916,11.7,1.0,3806.0,39.0,0.3410852713178294,Desierto,En peligro,1668.6,1.0,0.0,1.0
424.0,Serpiente,4,0.0,0.1663575042158516,24.9,2.0,5826.0,20.0,0.20930232558139528,Montaña,Vulnerable,4843.9,1.0,0.0,4.0
425.0,Canguro,2,8.0,0.7225969645868464,22.1,2.0,1716.0,20.0,0.6821705426356588,Océano,En peligro,761.7,0.0,1.0,0.0
426.0,Iguana,4,2.0,0.8134907251264755,14.7,9.0,5530.0,18.0,0.7054263565891472,Desierto,Extinto en estado silvestre,2289.1,0.0,1.0,2.0
427.0,Tigre,2,2.0,0.2597807757166947,14.6,6.0,5376.0,11.0,0.5581395348837209,Selva,Extinto en estado silvestre,727.3,1.0,0.0,0.0
428.0,Serpiente,4,4.0,0.4239460370994941,14.8,3.0,1487.0,38.0,0.03100775193798444,Desierto,Vulnerable,3951.9,1.0,0.0,3.0
429.0,Pez Payaso,3,6.0,0.7134907251264755,28.0,3.0,738.0,34.0,0.43410852713178294,Desierto,Vulnerable,536.7,0.0,1.0,0.0
430.0,Pez Payaso,3,4.0,0.46838111298482293,15.1,2.0,4814.0,30.0,0.6124031007751938,Selva,En peligro,2769.5,1.0,0.0,2.0
431.0,Gorrión,0,6.0,0.9620573355817874,11.8,7.0,4321.0,17.0,0.21705426356589141,Desierto,Vulnerable,524.1,1.0,0.0,0.0
432.0,Flamenco,0,6.0,0.12757166947723442,38.7,1.0,5642.0,10.0,0.41860465116279066,Montaña,En peligro,2263.4,1.0,0.0,2.0
433.0,Pulpo,1,6.0,0.8548060708263069,11.2,1.0,2440.0,10.0,0.43410852713178294,Desierto,Vulnerable,1401.6,0.0,1.0,1.0
434.0,Tortuga,4,6.0,0.30463743676222593,29.9,3.0,828.0,37.0,0.6434108527131783,Océano,Extinto en estado silvestre,4516.5,1.0,0.0,4.0
435.0,Serpiente,4,6.0,0.6869308600337268,38.1,1.0,87.0,21.0,0.3798449612403101,Desierto,Extinto en estado silvestre,265.6,0.0,1.0,0.0
436.0,Koala,2,8.0,0.25210792580101177,11.1,3.0,5220.0,13.0,0.6589147286821706,Océano,Vulnerable,3249.7,1.0,0.0,3.0
437.0,Búho,0,8.0,0.9672849915682967,39.0,9.0,2146.0,10.0,0.5813953488372092,Desierto,En peligro,3476.3,1.0,0.0,3.0
438.0,Pez Payaso,3,6.0,0.047892074198988194,25.1,7.0,3605.0,21.0,0.054263565891472854,Montaña,Extinto en estado silvestre,4444.9,0.0,1.0,4.0
439.0,Zebra,2,0.0,0.5128161888701517,33.6,9.0,5735.0,23.0,0.8372093023255813,Selva,En peligro,4388.7,0.0,1.0,4.0
440.0,Pez Payaso,3,0.0,0.9111298482293422,28.8,7.0,2533.0,10.0,0.24806201550387597,Selva,Extinto en estado silvestre,4885.3,0.0,1.0,4.0
441.0,Zebra,2,2.0,0.46897133220910614,28.5,9.0,3142.0,21.0,0.7829457364341086,Océano,Vulnerable,1269.6,0.0,1.0,1.0
442.0,Flamenco,0,6.0,0.840725126475548,33.7,3.0,2475.0,14.0,0.9302325581395348,Desierto,Vulnerable,1374.2,1.0,0.0,1.0
443.0,Tortuga,4,0.0,0.9505902192242832,12.0,7.0,315.0,11.0,0.9767441860465116,Desierto,Vulnerable,1986.5,1.0,0.0,1.0
444.0,Cocodrilo,4,2.0,0.06559865092748735,21.8,6.0,476.0,13.0,0.7209302325581395,Montaña,Extinto en estado silvestre,2687.9,1.0,0.0,2.0
445.0,Búho,0,0.0,0.4880269814502529,39.1,2.0,550.0,33.0,0.01550387596899222,Desierto,Vulnerable,1835.8,1.0,0.0,1.0
446.0,Pez Espada,3,2.0,0.6862563237774031,11.6,6.0,2472.0,20.0,0.39534883720930225,Océano,Vulnerable,3701.5,1.0,0.0,3.0
447.0,Escorpión,1,4.0,0.8325463743676222,17.9,3.0,4482.0,31.0,0.33333333333333326,Océano,Vulnerable,42.8,1.0,0.0,0.0
448.0,Caracol,1,0.0,0.16129848229342328,30.2,2.0,964.0,27.0,0.45736434108527124,Montaña,En peligro,88.4,1.0,0.0,0.0
449.0,Flamenco,0,6.0,0.5662731871838111,13.0,5.0,2186.0,28.0,0.4418604651162791,Océano,Vulnerable,3580.3,0.0,1.0,3.0
450.0,Tigre,2,6.0,0.16104553119730186,26.1,5.0,4227.0,27.0,0.7286821705426356,Océano,En peligro,4415.6,1.0,0.0,4.0
451.0,Tortuga,4,8.0,0.7554806070826307,31.4,2.0,4512.0,29.0,0.13953488372093026,Montaña,En peligro,3882.8,0.0,1.0,3.0
452.0,Pez Payaso,3,4.0,0.2831365935919055,32.7,3.0,556.0,24.0,0.03100775193798444,Océano,Extinto en estado silvestre,585.5,1.0,0.0,0.0
453.0,Pulpo,1,4.0,0.26728499156829677,26.8,8.0,3475.0,30.0,0.945736434108527,Océano,Vulnerable,4674.9,1.0,0.0,4.0
454.0,Tortuga,4,0.0,0.7699831365935919,25.0,5.0,5433.0,37.0,0.1937984496124031,Selva,Extinto en estado silvestre,2609.6,1.0,0.0,2.0
455.0,Martinete,0,2.0,0.8424114671163575,31.4,8.0,1330.0,39.0,0.875968992248062,Montaña,Vulnerable,3711.5,1.0,0.0,3.0
456.0,Serpiente,4,8.0,0.3420741989881956,14.4,4.0,3910.0,24.0,0.8294573643410852,Selva,En peligro,1005.3,0.0,1.0,1.0
457.0,Abeja,1,4.0,0.5003372681281618,30.4,4.0,1443.0,18.0,0.13178294573643412,Desierto,Extinto en estado silvestre,2744.0,1.0,0.0,2.0
458.0,Pez Espada,3,4.0,0.6933389544688026,37.6,6.0,4273.0,32.0,0.06201550387596899,Montaña,En peligro,1650.4,1.0,0.0,1.0
459.0,León,2,6.0,0.7452782462057336,30.5,5.0,2378.0,17.0,0.6899224806201549,Desierto,Vulnerable,4873.8,1.0,0.0,4.0
460.0,Nutria,2,6.0,0.7702360876897133,11.4,5.0,3575.0,32.0,1.0,Océano,Extinto en estado silvestre,2371.0,1.0,0.0,2.0
461.0,Cocodrilo,4,2.0,0.38929173693086,25.2,9.0,2735.0,36.0,0.9379844961240309,Selva,Vulnerable,3777.9,1.0,0.0,3.0
462.0,Oso Pardo,2,0.0,0.5356661045531196,31.8,6.0,3612.0,19.0,0.3178294573643411,Océano,Extinto en estado silvestre,3016.2,1.0,0.0,3.0
463.0,Libélula,1,2.0,0.107504215851602,11.3,3.0,3369.0,17.0,0.8372093023255813,Selva,Vulnerable,471.6,0.0,1.0,0.0
464.0,Pez Espada,3,0.0,0.9493254637436761,32.9,4.0,3681.0,38.0,0.5348837209302325,Selva,En peligro,2714.7,0.0,1.0,2.0
465.0,Hipopótamo,2,8.0,0.7013490725126474,18.4,9.0,3258.0,20.0,0.6434108527131783,Selva,En peligro,2701.1,0.0,1.0,2.0
466.0,Jirafa,2,4.0,0.3743676222596964,27.7,6.0,950.0,30.0,0.5503875968992248,Selva,Extinto en estado silvestre,3578.6,0.0,1.0,3.0
467.0,Flamenco,0,2.0,0.3884485666104553,39.0,8.0,2935.0,28.0,0.8372093023255813,Océano,Vulnerable,1609.6,0.0,1.0,1.0
468.0,Koala,2,0.0,0.08836424957841482,39.8,7.0,3913.0,21.0,0.5193798449612402,Océano,Vulnerable,4303.3,0.0,1.0,4.0
469.0,Oso Pardo,2,8.0,0.45598650927487344,29.0,1.0,2498.0,16.0,0.6821705426356588,Océano,En peligro,3113.1,0.0,1.0,3.0
470.0,Abeja,1,2.0,0.6728499156829679,24.7,1.0,1759.0,39.0,0.2325581395348837,Selva,Extinto en estado silvestre,196.8,1.0,0.0,0.0
471.0,Oso Pardo,2,4.0,0.9532883642495783,15.3,7.0,4715.0,10.0,0.9379844961240309,Desierto,Vulnerable,3534.2,0.0,1.0,3.0
472.0,Gaviota,0,8.0,0.6473018549747048,16.3,2.0,5203.0,12.0,0.13953488372093026,Océano,Vulnerable,4534.8,0.0,1.0,4.0
473.0,Suricata,0,6.0,0.6504215851602023,22.9,9.0,4987.0,32.0,0.5426356589147286,Océano,En peligro,3415.8,0.0,1.0,3.0
474.0,Martinete,0,4.0,0.7865935919055649,31.1,9.0,5377.0,22.0,0.2790697674418604,Montaña,Vulnerable,1900.0,0.0,1.0,1.0
475.0,Elefante,2,6.0,0.5091062394603709,33.1,2.0,5767.0,13.0,0.7209302325581395,Desierto,En peligro,2953.3,1.0,0.0,2.0
476.0,Cocodrilo,4,8.0,0.029763912310286682,16.7,9.0,2161.0,32.0,0.13953488372093026,Océano,Extinto en estado silvestre,857.1,0.0,1.0,0.0
477.0,Tortuga,4,8.0,0.8903878583473861,26.1,9.0,2687.0,35.0,0.7131782945736433,Océano,Vulnerable,3006.3,0.0,1.0,3.0
478.0,Pulpo,1,6.0,0.4013490725126475,27.7,6.0,2698.0,19.0,0.4031007751937984,Montaña,Vulnerable,2505.0,0.0,1.0,2.0
479.0,Serpiente,4,0.0,0.9855817875210793,36.8,5.0,3607.0,15.0,0.5736434108527131,Selva,En peligro,130.9,0.0,1.0,0.0
480.0,Caracol,1,8.0,0.4053119730185497,36.3,2.0,921.0,13.0,0.34883720930232553,Desierto,En peligro,1609.5,1.0,0.0,1.0
481.0,Pulpo,1,2.0,0.6681281618887015,34.5,6.0,4642.0,32.0,0.27131782945736427,Desierto,Vulnerable,956.3,1.0,0.0,0.0
482.0,Gaviota,0,2.0,0.45893760539628997,25.5,9.0,4071.0,17.0,1.0,Montaña,En peligro,1953.3,0.0,1.0,1.0
483.0,Pez Globo,3,8.0,0.23077571669477234,12.0,3.0,3716.0,23.0,0.33333333333333326,Desierto,En peligro,1209.2,1.0,0.0,1.0
484.0,Estrella de Mar,1,6.0,0.9314502529510961,20.0,3.0,1934.0,33.0,0.6976744186046511,Océano,Extinto en estado silvestre,4171.3,0.0,1.0,4.0
485.0,Gorila,2,6.0,0.6268971332209106,28.7,4.0,617.0,32.0,0.6899224806201549,Desierto,En peligro,3488.4,1.0,0.0,3.0
486.0,Pájaro Carpintero,0,4.0,0.4495784148397976,29.1,4.0,2829.0,27.0,0.9302325581395348,Montaña,Vulnerable,3700.6,1.0,0.0,3.0
487.0,Panda,2,6.0,0.14224283305227656,35.5,1.0,2468.0,17.0,0.8294573643410852,Selva,En peligro,1804.4,1.0,0.0,1.0
488.0,Nutria,2,0.0,1.0,21.4,2.0,1809.0,14.0,0.31007751937984496,Montaña,Vulnerable,17.3,1.0,0.0,0.0
489.0,Iguana,4,0.0,0.8956998313659358,38.1,6.0,971.0,23.0,0.9379844961240309,Desierto,Vulnerable,1095.8,0.0,1.0,1.0
490.0,Oso Pardo,2,2.0,0.4217537942664418,14.9,5.0,1986.0,34.0,0.7906976744186045,Montaña,En peligro,3776.5,1.0,0.0,3.0
491.0,Escorpión,1,8.0,0.16956155143338952,11.5,4.0,1639.0,31.0,0.7441860465116279,Montaña,Vulnerable,3014.2,0.0,1.0,3.0
492.0,Panda,2,2.0,0.027318718381112987,15.3,9.0,173.0,24.0,0.28682170542635654,Desierto,Extinto en estado silvestre,2692.9,0.0,1.0,2.0
493.0,Elefante,2,8.0,0.14991568296795954,23.9,2.0,579.0,29.0,0.875968992248062,Selva,Extinto en estado silvestre,1402.7,1.0,0.0,1.0
494.0,Iguana,4,2.0,0.5338111298482292,34.7,8.0,3573.0,34.0,0.07751937984496121,Océano,Vulnerable,378.8,1.0,0.0,0.0
495.0,Delfín,2,8.0,0.8161045531197301,14.6,4.0,5688.0,26.0,0.5968992248062015,Montaña,Extinto en estado silvestre,3924.4,1.0,0.0,3.0
496.0,Libélula,1,8.0,0.3623102866779089,26.4,9.0,473.0,13.0,0.5348837209302325,Selva,En peligro,193.4,0.0,1.0,0.0
497.0,Mantis Religiosa,1,2.0,0.4329679595278246,33.3,4.0,5332.0,36.0,0.3255813953488371,Selva,En peligro,295.8,0.0,1.0,0.0
498.0,Delfín,2,4.0,0.47242833052276556,11.0,2.0,5519.0,30.0,0.7984496124031006,Montaña,En peligro,1474.7,1.0,0.0,1.0
499.0,Libélula,1,0.0,0.015177065767284989,11.2,6.0,3901.0,29.0,0.6821705426356588,Desierto,Vulnerable,2864.7,0.0,1.0,2.0
500.0,Libélula,1,6.0,0.1752107925801012,24.7,9.0,2326.0,22.0,0.9069767441860466,Desierto,En peligro,4961.1,1.0,0.0,4.0
501.0,Iguana,4,0.0,0.5001686340640809,15.5,7.0,215.0,24.0,0.03100775193798444,Montaña,En peligro,453.3,1.0,0.0,0.0
502.0,Águila,0,6.0,0.27790893760539626,23.5,1.0,4605.0,18.0,0.24031007751937983,Desierto,Vulnerable,2365.9,1.0,0.0,2.0
503.0,Águila,0,8.0,0.5226812816188869,11.3,9.0,4690.0,26.0,0.3565891472868217,Desierto,Extinto en estado silvestre,3008.8,1.0,0.0,3.0
504.0,Pez Espada,3,2.0,0.10598650927487352,39.3,6.0,3122.0,12.0,0.6899224806201549,Selva,En peligro,4115.5,0.0,1.0,4.0
505.0,Martinete,0,2.0,0.8031197301854974,29.6,9.0,768.0,18.0,0.3798449612403101,Océano,Vulnerable,3448.1,1.0,0.0,3.0
506.0,Gorila,2,6.0,0.7839797639123102,30.6,2.0,1100.0,37.0,0.7596899224806202,Océano,Extinto en estado silvestre,4038.7,0.0,1.0,4.0
507.0,Camarón,1,2.0,0.66964586846543,25.3,7.0,4524.0,32.0,0.7286821705426356,Desierto,Extinto en estado silvestre,2612.4,0.0,1.0,2.0
508.0,Gorrión,0,2.0,0.5307757166947723,34.7,8.0,1112.0,30.0,0.6046511627906976,Desierto,Extinto en estado silvestre,2169.9,0.0,1.0,2.0
509.0,Cocodrilo,4,2.0,0.38878583473861716,35.0,8.0,4857.0,20.0,0.4418604651162791,Montaña,En peligro,3093.7,1.0,0.0,3.0
510.0,Tiburón,3,0.0,0.6825463743676221,14.8,5.0,2077.0,31.0,0.5503875968992248,Desierto,Extinto en estado silvestre,4504.4,0.0,1.0,4.0
511.0,León,2,2.0,0.7820404721753794,33.1,7.0,1759.0,29.0,0.5658914728682171,Montaña,Extinto en estado silvestre,2754.3,1.0,0.0,2.0
512.0,Albatros,0,4.0,0.8088532883642495,27.0,7.0,5277.0,30.0,0.7829457364341086,Océano,Extinto en estado silvestre,3028.0,0.0,1.0,3.0
513.0,Mariposa Monarca,1,6.0,0.34629005059021917,32.9,3.0,516.0,33.0,0.3643410852713178,Selva,En peligro,1689.9,1.0,0.0,1.0
